Location Name,Customer Name,Ship To Name,Part Name,PO Number,Job Number,OEM Number,Customer Part Number,Received Date,Kitting Boxing Date,Job Status Code,Work Order Status,Job Status,Barcode,CycleCount,Serial Number,Parameter,DC_Status,Lower Limit,Measurement MIN,Measurement MAX,Measurement AVG,Upper Limit,DMR ID,Tag,DMR Opened Date,DMR Closed Date,DMR Problem Description,DMR Problem Details,DMR Resolution Category,DMR Resolution Details,Customer ID,Historical Cycle Count,Kit Number,Measurement Count,Measurement Total,Normalize Statistics,PF Created Date,PF last updated date,Process Flow ID,PS Cycle Count,Ship to Customer,Work Order Status ID,WP Customer Part Number,WP Part ID
Location 2,,,Part 1,,,,,05/09/2016,5/19/2016 5:31:27 PM,,,,,12,SN01,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/01/2016,6/14/2016 3:52:48 PM,,,,,13,SN01,Incoming Weight,Pass,15,29.8,29.8,29.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/01/2016,6/14/2016 3:52:48 PM,,,,,13,SN01,Post Strip Weight,Pass,15,19.4,19.4,19.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/01/2016,6/14/2016 3:52:48 PM,,,,,13,SN01,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/01/2016,6/14/2016 3:52:48 PM,,,,,13,SN01,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.638,17.638,17.638,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/01/2016,6/14/2016 3:52:48 PM,,,,,13,SN01,CDI - Upper Lip Radial Thickness,Pass,0.326,0.341,0.341,0.341,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/01/2016,6/14/2016 3:52:48 PM,,,,,13,SN01,CDI - Avg Wall Cell Thickness,Pass,0.126,0.136,0.136,0.136,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/01/2016,6/14/2016 3:52:48 PM,,,,,13,SN01,CDI - Distance,Pass,0.572,0.585,0.585,0.585,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/01/2016,6/14/2016 3:52:48 PM,,,,,13,SN01,Surface Roughness- Post Blast,Pass,200,247,299,265.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/01/2016,6/14/2016 3:52:48 PM,,,,,13,SN01,Inner Cells,Pass,0,44,267,111,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/01/2016,6/14/2016 3:52:48 PM,,,,,13,SN01,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,Incoming Weight,Pass,15,29.2,29.2,29.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,Incoming Weight,Pass,15,29.2,29.2,29.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,Post Strip Weight,Pass,15,19.2,19.2,19.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,Post Strip Weight,Pass,15,19.2,19.2,19.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.641,17.641,17.641,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.641,17.641,17.641,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,CDI - Upper Lip Radial Thickness,Pass,0.326,0.341,0.341,0.341,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,CDI - Upper Lip Radial Thickness,Pass,0.326,0.341,0.341,0.341,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,CDI - Avg Wall Cell Thickness,Pass,0.126,0.135,0.135,0.135,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,CDI - Avg Wall Cell Thickness,Pass,0.126,0.135,0.135,0.135,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,Surface Roughness- Post Blast,Pass,200,239,254,247,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,Surface Roughness- Post Blast,Pass,200,239,254,247,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,Inner Cells,Pass,0,196,262,224,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,Inner Cells,Pass,0,196,262,224,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/29/2016 4:26:55 PM,07/08/2016,,,,,14,SN01,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,Incoming Weight,Pass,15,30,30,30,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,Incoming Weight,Pass,15,30,30,30,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,Post Strip Weight,Pass,15,19.2,19.2,19.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,Post Strip Weight,Pass,15,19.2,19.2,19.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.639,17.639,17.639,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.639,17.639,17.639,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,CDI - Upper Lip Radial Thickness,Pass,0.326,0.34,0.34,0.34,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,CDI - Upper Lip Radial Thickness,Pass,0.326,0.34,0.34,0.34,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,CDI - Avg Wall Cell Thickness,Pass,0.126,0.135,0.135,0.135,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,CDI - Avg Wall Cell Thickness,Pass,0.126,0.135,0.135,0.135,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,Surface Roughness- Post Blast,Pass,200,241,286,255.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,Surface Roughness- Post Blast,Pass,200,241,286,255.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,Inner Cells,Pass,0,217,253,230.3333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,Inner Cells,Pass,0,217,253,230.3333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,9/27/2016 4:14:32 PM,10/01/2016,,,,,15,SN01,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,Incoming Weight,Pass,15,29.2,29.2,29.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,Incoming Weight,Pass,15,29.2,29.2,29.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,Post Strip Weight,Pass,15,19.1,19.1,19.1,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,Post Strip Weight,Pass,15,19.1,19.1,19.1,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.64,17.64,17.64,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.64,17.64,17.64,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,CDI - Upper Lip Radial Thickness,Pass,0.326,0.34,0.34,0.34,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,CDI - Upper Lip Radial Thickness,Pass,0.326,0.34,0.34,0.34,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,CDI - Avg Wall Cell Thickness,Pass,0.126,0.134,0.134,0.134,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,CDI - Avg Wall Cell Thickness,Pass,0.126,0.134,0.134,0.134,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,CDI - Distance,Pass,0.572,0.587,0.587,0.587,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,CDI - Distance,Pass,0.572,0.587,0.587,0.587,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,Surface Roughness- Post Blast,Pass,200,249,284,261.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,Surface Roughness- Post Blast,Pass,200,249,284,261.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,Inner Cells,Pass,0,199,259,230.6666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,Inner Cells,Pass,0,199,259,230.6666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/24/2016 11:19:07 PM,10/28/2016 8:06:55 PM,,,,,16,SN01,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/28/2016 2:05:40 PM,12/13/2016 2:07:14 AM,,,,,17,SN01,Incoming Weight,Pass,15,30.2,30.2,30.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/28/2016 2:05:40 PM,12/13/2016 2:07:14 AM,,,,,17,SN01,Post Strip Weight,Pass,15,19,19,19,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/28/2016 2:05:40 PM,12/13/2016 2:07:14 AM,,,,,17,SN01,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/28/2016 2:05:40 PM,12/13/2016 2:07:14 AM,,,,,17,SN01,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.639,17.639,17.639,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/28/2016 2:05:40 PM,12/13/2016 2:07:14 AM,,,,,17,SN01,CDI - Upper Lip Radial Thickness,Pass,0.326,0.34,0.34,0.34,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/28/2016 2:05:40 PM,12/13/2016 2:07:14 AM,,,,,17,SN01,CDI - Avg Wall Cell Thickness,Pass,0.126,0.134,0.134,0.134,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/28/2016 2:05:40 PM,12/13/2016 2:07:14 AM,,,,,17,SN01,CDI - Distance,Pass,0.572,0.588,0.588,0.588,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/28/2016 2:05:40 PM,12/13/2016 2:07:14 AM,,,,,17,SN01,Surface Roughness- Post Blast,Pass,200,255,267,260.25,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/28/2016 2:05:40 PM,12/13/2016 2:07:14 AM,,,,,17,SN01,Inner Cells,Pass,0,173,278,204.5,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/28/2016 2:05:40 PM,12/13/2016 2:07:14 AM,,,,,17,SN01,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/29/2016 2:38:08 PM,01/12/2017,,,,,18,SN01,Incoming Weight,Pass,15,29.8,29.8,29.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/29/2016 2:38:08 PM,01/12/2017,,,,,18,SN01,Post Strip Weight,Pass,15,19,19,19,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/29/2016 2:38:08 PM,01/12/2017,,,,,18,SN01,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/29/2016 2:38:08 PM,01/12/2017,,,,,18,SN01,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.64,17.64,17.64,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/29/2016 2:38:08 PM,01/12/2017,,,,,18,SN01,CDI - Upper Lip Radial Thickness,Pass,0.326,0.339,0.339,0.339,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/29/2016 2:38:08 PM,01/12/2017,,,,,18,SN01,CDI - Avg Wall Cell Thickness,Pass,0.126,0.133,0.133,0.133,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/29/2016 2:38:08 PM,01/12/2017,,,,,18,SN01,CDI - Distance,Pass,0.572,0.587,0.587,0.587,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/29/2016 2:38:08 PM,01/12/2017,,,,,18,SN01,Surface Roughness- Post Blast,Pass,200,224,266,243,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/29/2016 2:38:08 PM,01/12/2017,,,,,18,SN01,Inner Cells,Pass,0,129,306,188.8333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/29/2016 2:38:08 PM,01/12/2017,,,,,18,SN01,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2017,2/15/2017 8:16:31 PM,,,,,19,SN01,Incoming Weight,Pass,15,29.6,29.6,29.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2017,2/15/2017 8:16:31 PM,,,,,19,SN01,Post Strip Weight,Pass,15,19,19,19,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2017,2/15/2017 8:16:31 PM,,,,,19,SN01,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2017,2/15/2017 8:16:31 PM,,,,,19,SN01,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.641,17.641,17.641,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2017,2/15/2017 8:16:31 PM,,,,,19,SN01,CDI - Upper Lip Radial Thickness,Pass,0.326,0.338,0.338,0.338,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2017,2/15/2017 8:16:31 PM,,,,,19,SN01,CDI - Avg Wall Cell Thickness,Pass,0.126,0.132,0.132,0.132,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2017,2/15/2017 8:16:31 PM,,,,,19,SN01,CDI - Distance,Pass,0.572,0.588,0.588,0.588,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2017,2/15/2017 8:16:31 PM,,,,,19,SN01,Surface Roughness- Post Blast,Pass,200,238,268,249.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2017,2/15/2017 8:16:31 PM,,,,,19,SN01,Inner Cells,Pass,0,303,386,355.1666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2017,2/15/2017 8:16:31 PM,,,,,19,SN01,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/01/2017,3/13/2017 6:04:55 PM,,,,,20,SN01,Incoming Weight,Pass,15,28.6,28.6,28.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/01/2017,3/13/2017 6:04:55 PM,,,,,20,SN01,Post Strip Weight,Pass,15,19,19,19,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/01/2017,3/13/2017 6:04:55 PM,,,,,20,SN01,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/01/2017,3/13/2017 6:04:55 PM,,,,,20,SN01,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.643,17.643,17.643,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/01/2017,3/13/2017 6:04:55 PM,,,,,20,SN01,CDI - Upper Lip Radial Thickness,Pass,0.326,0.337,0.337,0.337,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/01/2017,3/13/2017 6:04:55 PM,,,,,20,SN01,CDI - Avg Wall Cell Thickness,Pass,0.126,0.131,0.131,0.131,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/01/2017,3/13/2017 6:04:55 PM,,,,,20,SN01,CDI - Distance,Pass,0.572,0.589,0.589,0.589,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/01/2017,3/13/2017 6:04:55 PM,,,,,20,SN01,Surface Roughness- Post Blast,Pass,200,246,283,273.25,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/01/2017,3/13/2017 6:04:55 PM,,,,,20,SN01,Inner Cells,Pass,0,273,362,300.1666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/01/2017,3/13/2017 6:04:55 PM,,,,,20,SN01,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/12/2017,4/26/2017 5:18:08 AM,,,,,21,SN01,Incoming Weight,Pass,15,31.6,31.6,31.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/12/2017,4/26/2017 5:18:08 AM,,,,,21,SN01,Post Strip Weight,Pass,15,18.8,18.8,18.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/12/2017,4/26/2017 5:18:08 AM,,,,,21,SN01,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/12/2017,4/26/2017 5:18:08 AM,,,,,21,SN01,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.644,17.644,17.644,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/12/2017,4/26/2017 5:18:08 AM,,,,,21,SN01,CDI - Upper Lip Radial Thickness,Pass,0.326,0.337,0.337,0.337,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/12/2017,4/26/2017 5:18:08 AM,,,,,21,SN01,CDI - Avg Wall Cell Thickness,Pass,0.126,0.13,0.13,0.13,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/12/2017,4/26/2017 5:18:08 AM,,,,,21,SN01,CDI - Distance,Pass,0.572,0.59,0.59,0.59,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/12/2017,4/26/2017 5:18:08 AM,,,,,21,SN01,Surface Roughness- Post Blast,Pass,200,273,284,276.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/12/2017,4/26/2017 5:18:08 AM,,,,,21,SN01,Inner Cells,Pass,0,337,479,388.6666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/12/2017,4/26/2017 5:18:08 AM,,,,,21,SN01,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/11/2017,5/25/2017 2:46:32 PM,,,,,22,SN01,Incoming Weight,Pass,15,29.2,29.2,29.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/11/2017,5/25/2017 2:46:32 PM,,,,,22,SN01,Post Strip Weight,Pass,15,18.6,18.6,18.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/11/2017,5/25/2017 2:46:32 PM,,,,,22,SN01,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/11/2017,5/25/2017 2:46:32 PM,,,,,22,SN01,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.645,17.645,17.645,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/11/2017,5/25/2017 2:46:32 PM,,,,,22,SN01,CDI - Upper Lip Radial Thickness,Pass,0.326,0.337,0.337,0.337,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/11/2017,5/25/2017 2:46:32 PM,,,,,22,SN01,CDI - Avg Wall Cell Thickness,Pass,0.126,0.128,0.128,0.128,0.141,,,,,,,,,,,,,,,,,,,,,,
